מילה,מספר מופעים 
שהרי,2
ולהפסיק,1
בוורמונט,1
נקיון,2
מקפדין,8
הצ'יטה,1
אזרחי,7
המכריחה,2
נוגעים,1
שליחות,19
ביוטיפול,2
שדילן,3
בארוסתו,1
משלנו-וילי,1
לעקל,1
פאלוזי,2
נרסשיאן,2
מברודוויי,1
אנדרש,2
תפניות,4
מעריץ,4
צנום,1
שהרס,1
הכיפית,1
פורניר,2
לשקרנים,1
היעיל,1
ובמילים,1
שתסכן,1
לינדסי,21
בלטז,2
הנערית,1
וממשיכים,1
נערמות,1
נערת,30
שתיכנן,1
למפקדם,1
מתרגמת,1
חלון,9
ובתוך,5
חלום,27
פלאביו,2
פאנקראטוק,2
משתתפות,1
בעיית,5
ובתור,1
המעשה,6
להצטער,1
חלוף,2
ראפטינג,1
אפגנית,1
חלוץ,3
ולבונבוניירות,1
הנערים,24
מאלבום,1
מחויב,3
נערה,135
כדורי,3
נערך,9
ומסייעת,1
נערי,5
הושמד,5
Heaven,1
קפרה,1
טיפשיים,2
ונפילת,1
בפלשתין,1
פינאט,5
לנשלו,1
ומתנהלת,1
ב-1916,1
עופר,2
דונאס,2
נוטלים,1
ב-1919,1
מאלפת,1
גוהאנסון,2
עמוקה,9
דונאט,4
פינאר,1
דונאל,19
מאלפי,1
תתאפשר,1
השומרוני,2
דונאו,2
פופולרי,2
וחכמה,1
שזורמת,1
אל-סווילהלין,2
ומדריך,1
שחשיב,1
ארסיים,1
מקונל,3
אקסקלוסיביים,1
ליילס,4
כהת,1
ארסייה,2
המטופלת,1
בעימות,2
שהטובח,1
משאלת,12
ולציבור,1
שיקר,1
בפריז,36
הערכה,5
ג`ורג`,1
'פלדה,1
בקומונה,2
מעמיקה,4
מוקדון,2
בפריס,8
למכוניתה,1
רדי,5
שמתחבאים,1
להופעה,4
משאלה,4
כהן,97
מקרנבל,1
פצעי,3
הקודמת120,1
כהה,4
דרומיות,1
המפלצתי,3
להרגיז,3
המכסיקנית,3
שתכריע,2
מנסל,2
עצמאות,9
מתקיף,1
מברוני,2
מנסח,1
העתיד,45
בבתי,9
עינה,1
פלייטסהאריסטוקרטית:,1
כוכבים,43
וסוחף,4
האפלוליים,1
נאום,6
שמשתגעת,1
נאון,4
שלמנהיג,1
וסוחר,3
תלבושות,4
פיאלובה,2
קיסו,2
בוונקובר,1
נאות,2
אמאטו,2
נקמה;,1
המוכר,11
להרגיע,1
יצטרפו,2
העתיק,8
מנסס,2
למהותנו,1
והחזרה,1
סטודנטיאלית,1
להרגיש,10
לוסיאן,7
לנחלה,2
חולפות,3
בהגשמת,1
אמתיים,1
התרבותיים,2
משדרגת,1
מהסידרה,1
לנאש,1
הגרסה,27
לפנטסטי,1
מנוי,1
בזמנו,10
שנאלצים,1
מכלה,2
היחידי,22
שמתאים,5
מכלא,2
בנער,1
מכלל,14
צנדרסקר,2
בקשרים,1
ממייסדי,1
הנינגה,8
בבלוג,2
כפרוייקט,1
בינהם,16
מהחיות,1
היתה,38
באגרוף,5
אטקינס,41
פינגז,4
שאיפתו,1
לבקשת,2
הרעילה,2
גוהנסון,66
מנדבי,2
מקוליי,6
במזימת,2
שאימצה,1
בשנתנו,1
קדומה,10
סטוקארד,9
ויקינגים,1
במזימה,1
סטרנהגן,6
נידונים,1
מקוליף,4
יוחסין,4
אמנות,22
הוספת,1
לבקשה,1
וירידה,1
פינגר,2
ומגפי,1
ונשיא,1
לתואר,6
אשטון-גריפיתס,2
dynasty,1
יבשתיים,1
העל-אנושי,1
סוריאליסטים,1
מוזמן,8
להסתתר,5
לכלתה,1
עוצמתיות,3
ימיהם,2
בחומרה,1
פיסיות,1
סוריאליסטית,5
ידיעות,2
לריאיון,1
וורדדי,1
רשותם,1
נכדו,3
קוסמטיקה,1
פיסטור,2
ה-9,5
מתנדבים,2
ת'ורין,1
זמר-יוצר,1
ונשית,1
הקולקטיב,3
הרועים,1
להישג,1
דייגים,6
מחסלים,3
היתרונות,1
ושורה,1
סקסיות,2
דה-נואר,1
מנטיס,1
להפנות,2
מקורמק,8
הבלבוי,1
והמוכשר,1
ולמהפכה,1
הבלבול,1
ומשולש,1
המסוגל,1
שמאוכלס,1
התבסס,1
כשלצידו,3
ג'ויליאן,1
ואסיליאבה,2
טרולי,2
נרטבה,3
כועס,5
פרולטריון,1
ושורת,1
קיקינגר,2
צפויות,16
למוניטורים,1
אמיד,2
אמין,15
לאנרכיה,1
מגינות,1
אמיל,33
ולפעמים,2
אמיט,2
מיידינג,2
באהבת,6
ובוס,1
ותומאס,2
ובוץ,1
זאן-פייר,2
תאריכי,1
ובול,2
ובוב,8
וויצלנד],1
הבודדים,3
'אש',1
טראש,2
ומתווכחים,1
גיוסאנטה,2
אמיק,2
גרדלט,4
בהוראת,1
וחצי,21
טקי,10
רצים,1
זוי,2
לייטאור,1
אמיש,1
אמיר,28
לברונו,1
במלגה,1
פיינפאל,1
רווחו,1
המצפון,3
החמקנים,1
שמסתייגים,1
נאגה,2
צארלס,130
גאברווקי,2
נודפת,1
במיסיסיפי,2
התנער,1
קודמות,4
מנטנה,6
שעלתה,2
נאגי,6
יחודי,1
ולהדגים,1
הכס,6
בהנחייתו,1
צארלן,2
באהבה,28
צארלי,59
טורבו,7
מוכרחים,4
שמרטפית,3
להגזים,1
מביכים,4
דה-וויטו,20
מעוצמתו,1
יזע,1
החסינים,1
סחר,9
שהכלכלה,1
בגרמניה,15
המסעדה,10
וג'קי,2
נהרותיה,1
בין-לילה,1
בגרמנים,2
לדגמן,1
לקטסטרופה,2
דיקינס,2
לפני,390
מוטיבציה,7
ברשלנות,1
ערבויות,1
סטוהר,2
קדום,1
פשוטים,7
בפרוטרוט,3
בוגושרסקי,2
קונימורה,1
-לא,1
כשהנרי,1
למיליונר,2
והשינויים,2
הבדיחה,1
שהתאהבו,1
סגל,24
מבלקבירד,1
מתכוננים,9
השמרטפיות,2
דקותיו,1
שסוחפת,2
קטן:,1
פריווינקל,1
ברידג'ס,5
מקסימה,14
המטרון,1
לאכילה,1
יחיו,2
יחיד,11
לריאן,2
קטלינה,2
המטרות,1
גנוב,11
כאחות,2
דובטשף,2
כונה,1
כונו,1
בעבודתו,9
בעבודתה,5
פוטרם,2
תמי-,1
אלונזו,8
ברמר,5
דוקומנטריים,4
סדיסטי,2
קוזמו,4
מסוגלים,10
ינגבורה,2
כשאביו,1
כנופייה,13
מעבירה,3
משמאל,2
סנטלמן,2
בשיא,8
דייוונפורט,1
כבירים,2
שטבעה,2
מערבית,1
קופלנד,6
השנאה,1
שבועות,19
מסתובב,13
הוגו-דאלי,2
איפנס,10
פדרלי,8
סוואנברג,2
נקרא:,1
פרנואידית,1
דייסון,1
בריגט,4
אופנתיים,1
כנופיית,28
בעקבותם,2
בחווה,17
נזאנין,2
מפוחדת,1
מצרית,1
ריינאלדו,2
RZA,1
בשיר,3
ואלס,2
קרדונה,6
ברזל,7
הוירטואוזיות,1
בשחר,1
כצלף,1
טורקית,1
רצחו,2
רצחה,2
רווית,2
ספיצירי,2
טשה,2
לסעודה,1
לטפיחת,1
מאפס,2
קנסיט,2
רווין,1
להקרבה,1
יביאו,3
פאגין,2
רוויה,1
ליתגו,17
כרישי,1
שהמשפט,1
ואלי,18
להתמוטטות,2
ואלן,6
מצרים,5
שהשמש,1
הבסיסיים,1
ותבונה,1
ואלו,3
ואלה,6
הטמילי,1
ומייסון,2
הר,10
הש,1
מתעוררות,1
ופרמינה,1
הירוקי,12
האמיתיות,5
והמסתוריים,1
הנדרש,2
ושטני,1
הירוקה,9
השיר,9
וויגניר,2
קומדיות,3
הק,5
ורשהברנס,1
אלישיה,26
גב',7
ולארה,2
גוברת,7
לכיוונים,3
ומחאת,1
שמשום,1
גורפת,1
ווילדהורן,1
הסלבריטי,1
גוברט,2
40+,1
הט,2
הי,4
השיח,2
השיא,5
הירוקת,1
כשהתאהב,1
הן,123
הא,9
לודיווין,4
הג,5
הד,12
השיט,2
השישים,14
מסחר,2
'עכברושי,1
והלחימה,1
לגבי,43
שנדלינג,2
הברמן,1
מתפוצצים,1
אנטבה,2
גארנר,43
ויציל,1
וגלובוס,6
בלשי,5
לג'וני,1
אדמות:,1
ויציב,2
ויציג,2
המנטליות,2
להמציא,7
שנפגשים,1
ופורצת,1
דאגות,6
שאפתני-,1
מתמוטט,3
מקדולנד,6
Four,1
וג'רי,4
חווית,4
הבעלות,1
זהירות,7
המכבסה,1
ואנחנו,1
ידינו,1
וג'רה,3
יצופו,1
לכניסתו,1
בינוולד,2
הפרוטה,1
וגביע,3
ויישמרו,1
והגופה,1
סלק,2
שלגייה,7
סלע,3
תסריטאית,2
ויוקרתו,1
ניצלים,5
בקלות,16
פנינגטון,1
סלה,7
סלו,2
סלד,3
ות'ור,1
חוסייני,3
סטייגר,2
שעינה,3
סלט,2
סלי,9
דאנטה,2
מטריד,15
גנטית,13
למאמצה,1
וחלומם,1
בהתקף,1
שידורים,1
יתהפך,1
צ'פלין,7
מטרים,5
הגנבים,12
מבורגוס,1
הלחמניות,1
כבשלו,1
לחיבול,1
אוברדורס,2
מציגים,8
עתה,53
מהקברן,1
ארמינן,2
קמרלינג,2
מכרעת,3
ולשיין,1
אלוארדי,2
הכשף,2
W,3
המתנדבת,1
ופורסם,1
ומעשיה,1
דרדוויל-אלקטרה/אפלק-גרנר,1
ומעשיר,1
ניקולא,5
אלמרס,2
ילחמו,1
אלצי,2
מסג'יסטית,1
וקלאודיה,1
כשהשני,1
ואלורי,2
לחיבור,1
רונאן,21
וצבעונית,2
גנטים,1
האימתי,1
הגיהינום,2
קיימברידג',2
הטקסס,1
מוטרפת,3
לרנדל,1
צאנדלר,7
קאטיק,6
אסתטיקה,2
אליזבט,21
חוויה,14
קלאן,7
שמשועמם,1
אמנפור,2
קוריאנית,1
זאפדוס,1
כללית,3
פיוצ'רמה,1
קלאד,1
קלאב,5
באשמת,10
כללים,1
מוקרבות,1
דלקת,1
להשאיר,21
קלאש,2
הלינה,2
קלאף,5
שהמנהג,1
ומעניינת:,1
ציינהטאון,2
שהתעורר,1
קנולר,2
עויין,1
ז´אנרו,1
כאנדר,1
אליזבת,211
מיסיון,1
שסמארט,1
מהמצאותיהם,1
כדורגלן,1
המאלצים,1
ידובב,1
מקדוואל,4
פציפיסטי-פמיניסטי-אקולוגי,1
ולסבול,1
וניורוכימיה,1
שאיננה,1
זן,12
ברכי,4
זם,9
מסיקה,1
זי,4
זח,2
זה,661
זו,139
זד,2
מסור,14
השכם,2
ניבר,2
האלטר-,1
מסוג,6
שמפליל,1
זק,13
זץ,6
בשנית-,1
ודאי,1
שמשפחתה,3
שמשפחתו,6
לטלוויזיה,5
ארטיום,4
טלבוט,3
הקאוטי,1
האופי,5
האופן,1
האופל,38
הריחוק,1
ריקרדו,13
ומתרכזת,1
סימנים,16
בתמידות,1
שרינק,2
לשרדן,1
לחתירה,1
קאטין,4
שכדור,4
לתרגום,1
הדיליטיום,1
אליימו,2
הנאצי,21
החולב,2
אמפייר,2
ווסטוויק,8
תוככי,1
-קצין,1
והריקים,1
רומאו,1
האפרו-אמריקאי,1
בסתר-,1
והסוכן,3
ריקרדס,2
רומאן,1
לגיבורות,2
האופק,4
וזונר,2
קברט,2
בקהאם,4
קברל,4
נאלורי,2
אנשיו,4
פרטיות,2
קברו,1
מאמין,38
ואקשן,4
דאדריו,2
מתוודע,4
גידור,2
קוטץ,4
קוטע,1
ויו-ג'ין,1
ויפיפיה,1
רטריי,2
קוטן,4
קוטל,6
מקוולר,1
ודואג,1
קוטו,6
החמדן,2
מתוודה,1
השחורה,37
במפעלי,1
הפסיכיאטרי,4
מהדיווחים,1
פרלקסה,4
למקרים,3
התבשילים,1
מביא,79
דגיבי,2
האובססיה,7
מביה,1
הארגונים,1
מביך,1
מביט,2
מבין,92
יבחל,3
למכוניתו,3
והמרשעת,2
השתגע,2
טטסקיור,4
מגידי,1
השודים,1
דירני,2
בהמשך,33
וויזואליה,2
אנאליג,2
באזורים,5
מנוגולוביץ,6
לצעצוע,1
לדאסטי,1
מביע,1
מביס,1
לנבחרת,6
רכילות,2
בדיסק,1
מבית,73
אוליברה,1
מביש,1
פאטאמה,2
יואל,2
ואנני,1
טוסט,1
אורטיז,16
טיאן,15
טאהאן,4
מתאספת,2
באחוות,1
נסיון,11
ומגדלים,2
גולשן,2
ופותח,3
פורסייט,16
סקוייר,2
ולדרוש,1
בושה,6
מאנטייקון,2
פולשי,2
כשלוראנס,1
גולשת,4
היפריון,3
באחווה,2
סקצטינו,2
טוסר,2
המשותפת,3
מילאו,1
אשיר,4
רמבל-קושט,4
באשאר,10
עלילה,21
טובה:,1
שנרדפים,1
סקורסזהרצה,1
האוצר,23
שחיבר,4
בהתחייבות,1
נותנת,14
וספקות,1
נקלעים,19
שדחפה,1
מטפחת,1
ההזויים,1
למדגם,1
הרוחות,15
וזועם,1
עמנואל,50
הושכרה,1
וע,4
מומצאת,1
אין-הו,2
בווסט,2
עלילת,39
חייהם,169
ומפורסמת,1
פינדלאי,2
והחייכנית,1
טיהורים,1
ספרואל,6
והרגש,1
וחיי,11
כשתגליף,1
ומסורים,1
קרודל,2
וחיל,1
1960-,1
מאורגנת,3
נעליים,4
הנסון,35
היילנד,5
מהכוחות,3
הכתרה,2
הולקה,2
הדפס,1
בקביעת,1
שבסין,1
אפשרויות:,2
המכיר,1
קובדן,2
הכנופיה,22
האמצעים,9
ורייטינג,1
בינלאומית,13
דיארמאיד,2
ביימר,4
והדיבוק,1
מושפע,2
ה-80,18
תמימותם,2
המסוורת',4
לחירות,3
הרוצחת,3
תמימותו,1
תמימותה,2
החיזר,1
בעייה,1
אוביסופט,1
רובוטריקים,9
מאושר,8
הינשוף,3
ביימה,5
ביימו,3
סרקוני,2
זאין,2
בגירושו,1
סריף,2
קאל,16
קאם,17
קאן,98
קאט,23
קאי,22
קאה,1
קאו,10
ומחליטות,4
אליזאבת,2
קאב,2
קאד,6
להרמונו,1
דועכת,1
ששלטונות,1
גנטיקאית,1
וממנה,2
לקירק,1
מההלם,1
יאניק,4
הנרגן,3
מנווטים,1
יטעה,1
מאסטרו,5
המלגלגים,1
והפבורן,1
סיסי,14
בלנגר,2
קאש,9
לסיורים,1
קאס,13
והחמלה,1
ההתחלתיים,1
להיגיון,1
ריגשית,1
כמסתורו,1
נו-שו,1
המקדשים,1
האחרו,1
נפלאה,8
האצבע,3
מתסייע,1
קאורון,2
העורך,5
לנגד,6
העורב,2
העורג,1
מתאספים,2
האחרת,4
והשפעות,1
ג'נסן,1
בניחוח,1
ומתנקשת,1
בחלקו,7
שציניות,1
