מילה,מספר מופעים 
שבתום,1
קארמוהן,2
בקטעי,6
מאומצות,1
לארצם,3
פיזיים,3
שיינה,2
ליסוע,1
ניו-ג'רסי,1
הנוקטארנו,1
גאנץ,1
מקינטייר,5
ללוח,2
גאנס,1
אסטי,2
לאביהם,1
בדיחות,3
אסטל,2
סדרתי,35
המחתרתית,1
נינגות,2
נטמנת,1
כמחסלת,1
הארייט,1
סוגיית,1
שבת',1
Friend,1
שצודק,1
באיומי,2
בשמיים,1
המעטה,3
טריטוריית,1
מהמכולת,2
גיאנוני,6
כצאן,1
פוליטי-כלכלי,1
אסטס,3
דרהר,2
גאנג,11
השנתי,7
סיריוס,2
גאנל,2
גאנט,4
גאני,2
במשפטו,1
הפנטזיה/אנימציה,1
לנובי,1
איזה,10
פיקלס,2
מאכזבות,1
תוביל,3
ובוודאי,2
טרוור,16
הפרא,16
וציוני,1
בהגיעה,2
הפרו,1
צמס,2
מתמימותו,1
הפרט,3
לקעקוע,1
העיוות,1
בהגיעם,1
הטינה,6
הפרן,2
צמח,2
שמספרן,1
הגאם,2
צמד,33
מחפשי,3
צמא,7
וגיבורי,1
הפרת,1
ועל,116
ועם,68
סרנטינו,1
ג'יאמאטי,1
שוט,4
איזק,1
קלמנטיין,4
יכולותיהם,1
לג'וניור,1
הפעיל,1
הנשמר,1
די-גיי,2
שארוק,2
ומפואר,1
בעומק,1
מאלקטרז,3
ברנרד-פייר,2
מהיפות,1
ומשונה,1
לונדונית,1
וסנדי,2
להרפות,2
מתגשמות,1
שעד,5
לאחת,19
לאחר,808
עפיפון,2
דינה,19
דינו,5
האחורי,7
שחוללו,1
דינם,2
התעמתות,1
תירבות,1
המתפתח,1
מעשנים,3
רומפי,1
האיומה,3
ולהתגבר,1
הפורענות,1
Holocaust,1
בפאראדיי,1
כחום,1
הסבירות,1
הליהוק,2
משליטה,10
משתחררת,4
הקזינו,3
והיחיד,10
מקשיש,1
סלזאר,3
לצרפתי,1
האישית,7
והמרהיב,2
מקשיב,1
המכוונת,1
טינק,1
אברי,7
אברט,15
המרהיבים,8
מקשיי,1
אברם,2
אברל,2
נמצאו,5
נמצאה,5
המון,14
ברקנרידג',1
שמתיחה,1
בוהקת,1
שהמגדל,1
שבאמצעותו,1
פרגסון,7
פוסט-טראומתית,1
קאטרווד,4
עשתה,6
שחקים,7
למאמיני,1
המנוכרת,5
סטאטם,1
וכשלבסוף,2
לשיוויון,1
האיזורי,1
האינטנסיבית,1
בהילה,1
מהון,1
מהטיפול,2
שהידרדרו,1
1890-1948,1
ללמוד,59
טענותיהם,2
דרגו,4
התקשו,1
שפיית,1
וההפתעה:,1
קנייה,2
כיוונים,1
פאטריק,8
זלוונגר,1
המתנכר,2
וגבריאל,4
הנגסט,8
טוויטס,1
סודותיהם,2
באבעבועות,1
המעטרים,1
קונטרול,5
ומבקשות,1
איירון-מיידן,1
והרוצח,1
באמסטרדם,3
מהמלודרמות,1
להתראות,4
נטול,9
כשתדר,1
ג'רמי,19
גנסטר,1
ג'רמן,1
שובע,1
מון,15
לחייזרים,2
דלגדו,1
הטיפשות,2
חברין,1
המופיעים,1
השכן,13
ומגניב,1
בקולנוע,18
פרוסט,28
לאיש,21
בהקדם,2
לפול,1
הממשמש,1
שכוללת,4
ברייר,2
והאינטלקטואלים,1
פלאן,2
המיסטית,1
לפוג,1
השכבות,1
במתיחה,1
לפוש,1
מקליאם,2
עוטים,1
השפעת,4
ורע,4
וללמוד,6
ברובוטית,2
כהוריו,1
לאיג,10
תקפו,1
תקפה,2
לאין,1
לאיי,3
שנרשמה,1
בהרוב,2
סונטה,2
ביאל,5
כדרך,3
הנוחים,1
המשנעים,1
וסיועו,1
האגיווארה,2
קובע,3
ואיומי,1
עייף,8
בשפל,1
ולהנחית,1
מדגימים,1
בלוקבסטר*הערה,1
הנחיות,1
תאבים,1
הלאווט,6
קוונג,2
רושפורט,2
הפמיניזם,1
לבחורים,1
טורנטורה,1
אבחנה,2
בשפת,2
כשסיימו,1
גייכקוס,4
שער,7
אקסית,3
במשקה,1
בשפע,2
ביאר,6
שבוהים,2
פרברי,1
קובי,8
מדליקות,1
נוראיות,2
לברזיל,3
קובה,44
הלווייתה,1
גוגליימי,4
הלווייתו,2
בוליט,1
ריצ'מן,1
'מסע,2
תפלות,2
החניכה,1
תערובת,4
שבמימי,1
טיראנוזאור,2
רחצה,1
הקומות,1
מונטווידאו,2
תפיסתו,1
גמילה,3
גמילת,1
שהכיר,2
ווילמס,4
דינקלג,8
מאנסון,2
לויקינגים,1
גנביב,4
משקף,1
נחמתה,1
השרברבים,1
חופרים,1
1408,1
ומסדרים,1
דאריל,15
קימברל,2
בריטיין,1
דארין,9
בריטיים,5
פיוטר,8
בחתונות,1
אביגן,12
פרנסין,2
עיוורלכל,1
המפונקת,1
פפר,30
מקגוייר,2
קלוסאו,1
מלאמד,2
הרפתקאתו,2
שנורא,1
פדנטי,1
שנורו,1
וימצא,1
הזמנים,37
חליפין,1
ונהרסות,1
ומעורבות,1
הנמצאים,8
מבלוגר,1
סלסו,2
'ההוביט-מסע,1
פיטורין,1
פרנסיס,42
ואולי,20
ולהמחיש,1
סלסט,10
והמדינה,2
ברגעים,6
במונטנגרו,1
בשלומיאליות,1
כשקבוצה,1
ברגעיה,2
דמיטריוס,2
מכוכבים,1
הסגת,2
ואומן,1
לבם,5
שחלקנו,1
לבי,1
פיסה,1
לבה,15
לבו,18
כמק'מרפי,1
לבד,49
ספלירס,3
הפיילאוף,1
הסגן,1
ואומר,2
לבר,1
והיפה,3
ואומץ,8
לבק,1
פיסק,2
לבף,2
הסגה,1
להתכנס,1
גאגראג/,2
להתעלל,2
להתעלם,10
מונצה,3
נזכרת,3
תחרותית,1
ג'ונסטון,1
ונחבא,1
האלמותים,1
אוטוביוגרפיה,1
ביגס,22
פסיכדלית,1
וסרט,8
וסרה,1
הגדרה,1
החבויים,2
גייקמוסר,2
הקרועה,2
שוואני,4
טרופי,6
טרופז,1
בהרבה,10
when,2
מהלחץ,1
נימפומנית,4
קיצי,2
האלמותית,5
ביגו,6
קנרדי,2
ולואה,2
ל-14,1
ל-16,1
שבקומה,1
ל-11,2
ל-12,1
ביגי,1
במגפת,1
נראנחו,3
הפוגש,3
העממית,1
חיפושית,2
ולמטפל,1
האקלים,3
יסחוף,1
טרבורן,1
שבסוף,4
סטאהל-דוויד,2
המדור,1
מכוח,2
אמיטי,1
טקסט,1
בתעלומת,1
מכול,3
מרוצים,9
מכון,4
קאילי,2
אמיטב,3
אלטמן,18
פביאנה,1
רוקסי,7
המתייעדת,1
שבעקבות,1
לקרבות,3
הנשף,6
למיותר,1
שהמחיר,1
מכות,8
הנרצחות,1
יוצרו,4
שזנח,1
פריטים,3
האהובים,14
הצחוק,2
שיח',1
יוצרם,1
חיפושיו,2
יוצרי,10
משכונה,1
שהקטן,1
מהצלחה,3
קונדסי,1
ומורגן,1
ומתעוות,1
ללונדון,19
לדחוק,1
ונותנות,1
לקיסרות,1
כתורמת,1
מספטמבר,1
למטרות,6
מכריזים,1
כוחני,1
בשתיקתה,1
משמר,10
ניאמי,2
הנוסטלגי,1
הגבוה,11
מאשמה,4
המודע,6
המתאחדים,2
the,18
הגבול,28
שנמכרה,2
טגרט,1
אצבע,6
ממאהביו,1
מנותקת,2
נחשפים,11
מעגליות,1
משכונת,3
הטרוריסטים,8
שעועית,4
הרפקאת,1
ואביגיל,1
בבכורה,1
move,1
ספיישל,12
המתחברים,1
3417,1
כשהמוות,1
הנאני,2
לרובוט,1
באגרות,1
המעסיק,5
ג'יאני,1
המשמרת,5
ג'קאס,3
הכמוסים,2
נתקף,4
נתקע,7
החימוש,1
שהופנו,1
בג'קוזי,1
טרויאן,1
כישוף,5
ושלושת,6
2018,2
נילחמת,1
2015,514
בלשון,3
והפרובוקטיבי,1
2016,123
2011,773
2010,748
2013,765
2012,668
והשפל,3
לסלון,1
הציויליזיה,1
נוצרת,4
לסלול,1
תושבי,46
ניצתת,2
יוריה,2
והמיתולוגי,1
פסיכולוגית,13
המודח,1
והמזרח,1
פסיכולוגים,1
בריאזה,2
והמגיפה,1
חכים,2
כשסגן,1
התוכי,1
בנקמה,3
רולסטון,8
שרופה,1
ההידמות,1
קיפי,1
אקימוב,1
בשוכניו,1
שבחייו,1
נוצרי,7
שחודרת,1
נוצרה,3
נוצרו,3
שבחיים,2
האסטרטגיה,1
טרבולטה,48
ממשמש,1
ומתבודד,1
הקונדיטוריה,1
פעולותיו,1
גוהני,10
חושב,17
במגוון,2
לשכנע,35
חושך,2
ממזר,3
טיסדייל,13
ארנס,2
נוקטים,1
2002,168
לנרדפות,1
ופעלה,1
ארנב,7
ארנד,4
ארנה,7
ותומכת,1
השורדים,6
ארנט,16
עשרת,2
Material,1
אירגון,9
חושק,4
יצרים,9
דיכוי,4
חושף,39
סקרנותה,1
hilarious,1
במהרי,1
שהדיקטטור,1
הקרייריסטית,1
לשכנו,1
לשכנה,1
חושש,8
סקרנותם,1
איך,102
איי,123
אין,126
איל,9
איג,5
שיידר,8
איב,47
איה,6
איו,14
לשמיכה,1
הונאות,5
הייטר,5
המשחקים,9
מחתונתו,1
הייטס,2
הייטק,2
תחפושות,7
אבירי,7
שובש,1
שמסנוור,1
אנטונוצי,2
תורות,1
האוורט,4
במקסיקו,12
שלארי,2
ניתוחה,1
איש,295
חיית,7
שיידי,5
גופיטר,2
ואנטון,1
איץ,4
המגדיר,1
וסהרה,1
ב-2008,1
כדור,117
ב-2004,1
ב-2005,1
ונישאת,1
לכאלה,1
השקרים,8
בפילדלפיה,3
קלואדיה,1
טאראנס,1
זאראק,1
הונג,31
הונו,7
הונה,4
לואין,4
קולטרין,2
תיחשב,1
הגאנגסטרים,1
עזריה,25
הגרוטאות,1
ישחקו,1
גוליפטלי,2
אמונות,3
והעליבו,1
לעברה,4
וגדוש,2
ונישאו,1
שממתינים,1
כמפיקה,1
רוזטה,2
ואן-סאנט,1
למסכים,3
בהסרת,1
לגודל,2
רוזטי,2
הנשואים,2
הקיר,1
זאכרי,6
והתחלה,1
נהרס,5
מקומיות,1
כשמופיעה,1
מלאס,2
קליטמנסטרה,1
ת'רגליים,2
והפושע,1
שהשותף,2
הקיט,1
המגינה,2
נהרג,36
ויציוס,2
והתחלת,2
מערערת,3
חיובי,1
נשקו,3
במצור,3
שאוו,10
שאוב,1
בפרוורים,1
לרחוב,1
נוני,8
צלילת,1
שאון,14
בהיר,13
לופטין,2
שוטה,5
שאפילו,10
מנהלים,11
ווייל,1
לבסוף,26
לא-רצויים,1
עירוני,7
ומלחים,1
ווייז,37
מנהליו,1
מהסמינרים,1
גורגנסן,2
תמוארה,2
שצרפו,1
השראתם,2
מעירו,1
ונמאס,1
ושורדות,1
דיווה,2
הקופים,17
מעירם,2
קונפליקט,6
חוקר,52
שבכלא,1
טרילוגיית,9
מרסין,2
המעיינות,1
4000,2
בסרט:,2
לעוצמתה,1
מרסיו,2
כשותפה,1
דיווף,2
ובנסיון,1
ושקטה,3
הסמליים,1
נכסי,1
עסיף,2
בקווים,1
ווייר,2
בנימין,2
ווייס,3
ת`אקרי,1
וולפרין,1
לאימת,1
ליישם,1
ליישב,3
ליישה,2
לנה,41
מערימות,1
נמרחים,1
קומונה,2
התולע,1
גורלה,11
גורלו,15
רוסיים,2
להכנת,2
טריגר,2
גורלם,10
גורלן,1
רוסייה,3
גורלי,22
לבייבי,2
ליישר,1
מצביאים,1
שהסתברה,1
האתאיסט,1
דיוויד,326
תכנונים,2
ברדאל,2
לפשוט,1
גייבר,2
גאב;,2
לארוקוויט,4
Paris,1
הוגןקרוקדיל,1
באנאנסון,2
חרוצה,2
לפסטיבל,1
הזמן,172
הריגתם,1
והמפלט,1
'''דיזסטר,1
שהכרטיס,1
קאלופה,2
הריגתו,2
לייבלי,13
בבהלה,2
שעתיים,3
למטופליה,1
שג’יימס,1
סאנצס,6
כריסטי,29
מיצורים,1
כריסטן,6
מתפורר,3
Meanwhile,1
ופיוריאוסה,1
הפנטום,4
דין:,1
כריסטה,8
גייבל,9
מהסורקים,1
האירי,10
מחשבים,18
בג'ודית,1
בוויזה,2
הזמר,6
הזמש,1
לגלוש,5
לגלות,149
הפרפקטציוניסטיות,1
פילוסופית,3
מאתרס,2
ומלכים,2
בשחור,20
נועזות,3
הדרגתית,3
מאתרת,3
מחלים,2
לאתגרים,2
מחליט,236
ומשתלט,2
שתשמש,1
היקס,10
המנותק,2
שחובר,2
ג’ון,3
היקר,15
גנארינו,2
הסדיסט,2
אניבאל,1
לטרילוגיה,2
המנותח,1
ומכורת,1
בחקירה,17
ננטשה,2
ברוגע,1
מחליק,2
וורין,6
ננטשו,2
מחליף,12
נאיקיה,2
ווריט,6
ואנג,4
ואני,12
ואנט,1
פילוסופיה,2
ג'ור-אל,2
הפיות,9
בשבת,1
מדבריותיה,1
סממניו,1
הפיוס,1
סממנים,1
ב-1966,2
היהלום,6
שטולץ,2
ב-1965,1
ב-1962,1
ב-1963,1
ממונית,1
ב-1961,1
נוירט,4
לארץ,22
יבולם,1
האומללה,1
פולסווגן,1
דמולון,2
גון-גמס,2
ממונים,1
לארן,1
שקבוצת,4
לארה,49
להדביק,1
שמביים,2
טינת,1
לארג,6
ארגנטו,10
טכניים,1
ופאתטיים,1
דוברים,2
שלבונג,1
תכשל,1
בבלאנש,1
מתגייס,7
ומורכבת,2
שלווים,5
הנאמן,10
גלישה,4
ויחסו,1
הקלינגונים,1
ends,2
המקאברית,1
חנייה,2
ויחסל,1
ויחסי,1
ופצועים,1
השכנה-,1
בתפקידיהם,1
וארטן,4
וקלרבל,1
ג'ונסוןדמי,1
מרובעות,1
מרגלי,1
ספלרסקה,2
רדמן,2
בהזמנה,2
Manfredi,2
בנגט,2
איתחול,2
חושפי,1
מעניקים,4
מימד,22
מימו,2
תקוותם,3
היפהפיה,6
מימי,34
המחזאית,1
כאיראנים,1
מימן,1
תקוותה,2
השרויה,1
פצקו,2
Her,2
למפיץ,1
כבד,20
Girls,2
מבדיחות,1
לציוויליזציה,2
מילן,4
שאמא,4
שאמו,8
לחזירים,1
בבת,4
מילו,6
מילה,80
קאררה,2
שאמם,3
מתרכזת,1
אפוס,14
בבא,1
מילת,1
שג'ניפר,1
בבה,4
מילק,9
אפור,6
בבי,2
שאמר,1
בבן,5
סאנצז,8
מילס,27
שיהרוג,1
כבר,166
כבת,7
קירות,10
אלאם,2
סיסלי,8
ומסונכרן,1
בוקסליינטר,8
דומהל,2
משוגר,3
המיליציה,1
יאיה,2
הנכסף,4
שחלליתו,1
רייטי,2
לחופש,10
בשליחויות,1
מנוטינגהם,2
דיליין,4
לפרישה,3
דורהנד,2
קוסטלו,2
ששלוש,2
סטודנטית,30
קאזוקו,2
בייסדיין,2
מקורותיו,1
שיפריעו,1
סטודנטים,21
ובסטר,1
מנסות,9
-צינג,2
העשירות,1
איבנק,2
טוק-שואו,1
הלומדים,1
ורמאות,1
ווגנר,17
איבנס,2
רייטר,1
-1976,1
מהחולים,1
והבובה,1
ווארגים,1
גורילה,1
שאחד,17
מופשע,1
ובחברה,1
הוסבה,1
היאמטו,1
הדררים,1
אגורה,1
אגורא,2
הפחות,2
שאחת,7
אקינלוי,2
ווייטאקר,1
אגורי,1
לייסן,2
פניםאל,1
סולל,1
הקומיקאים,1
ומזמר,1
לעומתו,5
סגירת,4
הרוויח,2
ותשוקתם,1
החורף;,1
כשמדי,1
חוכמת,1
התמים,6
שכאלו,2
הצילו,6
Greg,1
הידידותיים,1
הרבנים,1
לאהבתו,1
לאהבתה,2
מרומן,2
אדומים,6
הבודד,14
אלגנטיות,2
נכדות,1
סון-טק,2
הייחודיות,1
העתידות,1
פוקאס,2
נאשף,2
7500,3
וכדומה,1
350,1
בשנתיים,2
אוסיפובה,2
ומתרגמת,1
סגירה,1
להקלטות,1
תפעל,1
Up,1
ניבאה,1
ממושך,2
קטנוע,1
קרויידן,3
החושקת,2
יוצרות,2
והמטפלת,1
לתווך,1
פסיכו,3
מחצית,2
בידיוק,1
פלוגר,6
ביוטיוב,2
פורסיית',1
לכלוכים,1
ורובוטים,1
ובובותיו,1
מואשם,14
ג'ינקארלו,1
הקנו,1
השתלשלות,2
אקטאץ,2
הטנטריות,1
ממנהטן,1
הפצצות,2
קיינדס,1
והטלוויזיה,1
ומשונים,3
בגודלו,1
אטרקצי,2
'מלך,1
מחברתה,1
מחברתו,5
שסרז',1
ילדים,152
המוחבאים,2
שהלווה,1
ריאליסטי,7
מחברתם,1
אלינור,29
ילדיו,22
המורדת,1
סקרבס,1
התחייבות,1
שנותנים,1
פרוליני,1
סודותיו,6
לינדון,11
קרוסו,2
שמנציח,1
נלחמות,6
ספיליין,2
דאנדריי,2
שמנציק,2
מרחבים,1
החפץ,2
בחודש,4
המאושר,7
לעיתון,2
לסרטים,15
המושפע,1
לסרטיו,1
להרגלם,1
גילט,4
שאדם,1
קלדרון,4
טירתו,1
שבסומליה,1
אקירה,10
איקינויה-אגבגי,2
וטהורה,1
בורגמן,4
בחכמה,1
מננדז,4
להפקת,1
בכסאותיהם,1
אוצי,2
החושפניים,1
מפגשים,14
ציבורית,2
בזה,30
בזו,16
להילוך,2
שהשכן,2
הסינים,3
משדרים,1
ועכברים,2
מחקרו,2
מהשיחה,1
סארנדון,2
Fields,1
אלנית,1
נעים:,1
מדוברת,1
הליגה,1
מק'ארתור,1
בכיות,1
כחתונה,1
שהתחזה,1
אגרון,12
כלהיט,1
ונעלמים,1
ארסנולא,2
מרביתם,1
מרביתן,1
לרופאה,2
מתלוצץ,1
וגבורה,2
לנשות,2
מולאלי,4
מעוצבת,1
וגידל,3
עומקה,1
הגישו,1
סדוטון,2
לנשום,3
כחברו,1
ווינץ',1
הבודהיסטית,1
מחוזיות,1
שההתקפות,1
אגרוף,8
Lifetime,1
ההתרחשויות,5
וניסור,1
בספילד,4
השוביניסט,1
והסיפור,5
דינמיים,1
וונדסוורת',1
נקמה,83
וזוהי,3
בכאב,2
טיפש-עשרה,1
מאווים,1
מהמדינה,1
שוד-הבנק,1
ועונש,1
שצנח,1
טפיל,3
ברושט,4
דומייר,2
ברושל,32
שיגקי,2
קהילת,11
שקומדיות,1
שבולבה,1
אספנסן,2
לרסון,18
ונשנה,1
מכנות,1
האמיץ,9
השדכנות,1
ששולטים,3
נקמת,13
וואדלו,1
יריבה,2
הכואב,2
חלקם,13
ממזוודה,1
הויתור,1
לאקדמיה,2
חלקי,7
שעולמו,3
הקצב,5
חלקו,16
ודורשת,1
שמיסי,1
החותם,5
מקרורי,6
אקסטון,2
האימאם,1
ופרה-היסטורי,1
הסמוראים,8
שהלגיון,1
הפיאודלית,2
ונולד,1
באנטרטיקה,1
במיניבוס,1
המאוחרות,3
גיימס,764
ליאונרדי,2
במגירה,1
ליאונרדו,42
מורטי,8
למדיום,2
הקצר,11
וסגנית,1
פוקימונים,2
ליוויס,8
החותר,1
החלטותיה,1
מאובנת,1
CIA,25
ת’רמיאנים,1
שמעבירים,1
ונחישות,2
סיפונה,4
הסנאית,1
ג'ינג'י,1
ורטאסקי,1
פניאבסקי,4
ניכור,1
יתברר,3
ובריקודים,1
לטיילר,1
פולאק,24
ברברית,1
מנזוני,1
כבן,7
לקארנגי,1
ותנאי,1
וולינסקי,2
צבאותיו,1
דסנטיס,4
במחברת,1
המרהיבה,2
רכס,2
בניו-מקסיקו,1
טמפרמנט,1
סתם,7
שהרחצה,1
בלאספמר,2
קוזיק,2
שברור,3
סורבינו,26
לפקפק,6
בטח,3
תוחלת,1
גקלין,6
בטי,36
להתנדב,1
בטן,6
מרלון,33
ההומו,1
ברסי,2
גודהארד,2
יורקית,7
למטרתה,1
התשעים;,1
נלכדים,4
ובשלב,1
סוגיה,1
ובשלל,1
ועלילה,3
פוסאדה,2
איבאנה,4
בפגישות,1
השלטת,1
לידידם,1
במחתרת,4
קורבלוני,2
לידידה,1
נובלו,2
כשהאשה-של-לילה-אחד,1
שהשתלטו,3
שהשתלטה,1
ארנסט,17
בגופת,1
המהירים,2
ועריכות,1
אידריס,40
נאשם,3
גנסון,2
המדווחת,1
ואיחוד,1
מורילו,2
מתנפצים,2
כשהוריה,2
יוטון,2
צניעות,1
הגוברת,1
אוקונדו,5
מיניותן,1
למצעד,1
בחוטים,3
רקדנית-עמיתה,1
תוכניותיה,2
בנשף,2
והשפלות,1
בגופה,3
להפתעתו,12
Unknown,1
כינויים,1
ששניהם,5
ההצלחה,19
שג'ני,1
בבישול,1
שמסביבה,3
ההשפעה,3
ומתאים,1
אלין,13
הסטריפטיז,1
מחתרתי,2
אפריקאים,4
הפילוט,1
מוג'ו,1
וילמוט,1
ולשתי,2
והמשוכלל,1
גרנט,70
בנשש,1
ומביים,3
ולערוך,1
גרנד,6
החורף,15
מכוכביה,2
מקבלים,26
קונצ'לובסקי,1
אווטאר,6
התרחשויות,5
מרקיבות,1
בלקווה,1
המרטש,2
למצבה,2
שאמונות,1
החורג,14
למצבו,1
מתהפכים,11
שאכזב,1
ההתנקשות,5
לגרשם,1
במועדוני,1
בפנימיה,3
אפריקאית,5
המבהיל,1
וילמור,1
ומיטב,1
ויפין,2
007-,1
סוארס,2
החופה,1
בינז',1
מינץ-פלאסי,6
העניקו,1
דיימונד,3
האגר,2
ויפים,1
לנינג,2
בטיפוסים,4
בנדיטס,3
בורחים,18
טארה,30
טארו,2
לנינה,1
אמנותה,1
Takk,1
האגן,24
האגם,11
Sin,1
טארס,1
הסירנה,2
חבר'ה,2
בנדיטו,1
טארק,1
וכיף,1
עפיפונים,3
במינימום,1
Twilight,1
מחשבתי,2
סטינסון,1
קלרק,4
איידל,4
בעיירת,9
למסכי,1
איידן,44
באקג'ון,1
איידה,3
ווילסון,137
במעורבות,1
המרבה,3
הנוגעים,2
ונדמה,1
ויליאמס,32
נצטער,1
הניסים,2
בסטייל,3
להשתקם,2
ואבן,2
ואבי,4
פחדיה,3
פחדיו,5
סתר,3
הותיק,11
באטון,1
ואבא,5
הרפואית,1
מהאנגאובר,1
פחדים,7
לשלב,10
שמארגנת,1
יו,168
הניינטיז,1
למסכת,1
לשלח,1
סוגים,1
משברים,1
בעיירה,85
לשלם,40
לשלל,7
ואנגלית,1
גיבור,75
גיבוש,1
להקפאת,1
החדות,2
החדור,1
שתקסים,1
מפרסמת,3
דה-פארדייה,12
חברתיים,6
לשמן,1
וצעירי,1
פורקן,1
סילבסטר,50
פורקה,2
לשמו,4
לשמה,3
וצעירה,5
בקסטק,2
ולבה,3
ולבו,1
לשמש,8
לשמר,5
שהוכרז,1
בקסטר,4
'מליפיסנט'-,1
גיבוי,3
גאתרי,1
גיבון,4
רציתם,3
צ'רץ,1
גליפינקיס,12
החמוץ-מתוק,1
מפקדי,1
פיירלי,2
הבחורה-מבית-טוב,1
מפקדו,4
שויצי,2
לפני-כן,1
ומורטאו,1
ומבויים,1
יון,30
ואלון,1
יום,322
יול,23
הרודפים,2
טור,1
יוט,2
בסרט:למען,1
טוק,2
גאריטי,2
צפיה,1
שוליית,6
פשרות,7
טון,2
טול,1
תזאוס,1
שזכה,42
שזכו,6
השווה,8
תוציא,1
שוליים,2
יופ,1
ומעוררים,1
טוד,68
ונחשים,1
שופץ,1
עשורים,17
Walsh,2
מאתנו,1
המוזרים,12
מפקדת,1
ועירנות,1
בולשוויקי,1
מויר,4
וילי,2
כמתחזה,1
שמבחינתו,1
ולספח,1
נאסביט,1
מג'ק,1
המקפיאים,1
החברה,96
ביי,16
לאבקיי,2
הויזואלית,3
והשכנים,1
המקורות,2
מאק,23
מאס,2
מאף,1
מכליות,1
שהשטח,1
טרלה,2
כהרגלו,6
קרנגי,2
מאו,8
מאה,12
שקיבלה,2
שקיבלו,3
מאב,2
מאד,33
פיזית,11
מאם,1
מאן,61
מאי,32
מאט,225
דיוני,1
חובבנית,1
שקרו,6
ולספק,1
לחזרתו,1
לחזרתה,1
שקרן,5
אנגל-A,2
ולספר,1
מאנטימיות,1
השלים,3
פילדינג,2
שקרי,2
לבינו,1
מאחרי,1
ונדלק,1
מצחיקים,11
ומביאה,7
קרמדק,1
מרובע,3
ומחזיקה,1
ביה,4
מוקפת,2
מרובת,3
דויג,2
מרובה,5
שרבים,1
דרכיהם,7
דרכיהן,1
מוקפא,1
מרובם,1
רצופי,1
אשתו,203
לבינס,2
בילודאו,2
לאנסברי,8
הדורשים,1
לאימן,1
תסרט,1
גורקום,2
סטיבנסון,39
אותנטי,2
שפיט,1
אזורי,1
בלידראנר,1
לצמיג,1
אוראה,1
אלווינד,2
שויקטור,1
למשמורת,1
טרוריסטי,3
כנדרש,1
דרצ'ר,1
הבוטה,1
ואשתו,22
כ-450,1
אנדריאה,17
סינקה,2
מאטסודה,2
מובהקת,1
הפיך'',1
וג'ולי,4
שבתמורה,1
מתבגרות,3
היבשות,4
שפית,2
לפרס,28
במותחן,19
נחמה,12
קסרלינג,1
גודינג,44
נמחצה,1
החדירה,3
נחמד,4
חטאיהם,1
Mercy,1
הסותרות,1
סטריפטיז,1
פינגווין,2
פוגלט,2
אזורה,4
השעות,9
נמשכה,1
band,1
מוינט,2
פסיכאטרית,1
מוינה,1
לפרק,6
לאמריקאית,1
ייתכן,6
לפלס,4
בטוב,3
מפסיקים,1
שכנראה,4
סימנטק,2
ויצאה,2
מוינק,2
לאמריקאים,3
נמשכת,9
סאפריק,2
פוגלר,16
פיירמן,5
אופריי,4
לבשה,1
העכשווי,3
ומנצח,2
ה-X,1
לרפא,6
שרוחשת,1
דורו,2
שמצפה,2
תלמידות,1
תומר,6
דורך,2
ומשחקים,1
ריצרדסון,42
שבאות,1
בסהרה,2
מונטאן,4
דורט,4
להפסיק,12
אגתה,3
ופשע,2
אנדור,1
כשהנסיכה,1
להפסיד,13
ומנומשת,1
המסודר,1
הפיני,2
קיבל,12
קביעה,1
ורדוף,1
התרחשו,4
קובאל,1
האוייבים,1
קו-חוף,1
מאסוף,2
לאבנגירה,2
קונראד,6
בחוות,4
זפסיווץ,2
האברים,1
ביף,5
מקיואן,1
איליה,2
איליי,10
למקומו,2
תאנד,2
הפרימיטיבי,1
ההתרחשות:,1
הנורמות,1
דונהיו,7
איליץ,2
סנייק,1
ה-6,4
ה-7,6
ה-4,3
ה-5,2
ה-2,8
ה-3,2
טלוואר,2
וחמש,3
והרחק,2
ושילובם,1
ליברצה,2
Children,1
למכונית,1
קבדה,2
ואסקונסלוס,4
להתעמלות,1
פלוגתו,2
קומבאט,6
האקפורד,2
מקול,1
מקום,123
בחומות,1
לקידוח,1
הכתיבו,1
הכתיבה,2
הודות,15
לגמר,3
לבייסון,1
והניעו,1
אפלות,6
דלפין,2
צותת,1
טייטלה,2
ונדל,2
חזיר,3
הרפואה,2
חזית,3
קריזה,1
רוזלינדה,2
שוחררה,1
גודבאר,1
הלווין,2
סלויין,4
מוניז,5
לחגיגה,2
ולילות,2
מקור,18
ומושעה,1
ריצ'ארד,25
שהצעירה,2
מקפרלן,1
אדיסט,2
בודהיסטי,4
למלון,6
שבעורקיו,1
והתסריט,5
שפונה,1
משוגעים,7
זבינייב,2
אבלות,1
שמצריך,1
ולהחיות,1
שבקליפורניה,3
השווייצרית,1
ובהרבה,2
כשמסיבה,1
בפרופיל,1
מק'אפרי,1
נוזיק,2
אנושיותם,1
לשניים,14
במסגרתו,1
ברקמייר,2
גיטרה,2
פופינס,2
ובאחיו,1
שהאופטימיות,1
בהיותו,1
בהיותה,4
נלאה,2
מיזאנין,2
קאגסוף,2
ומפרסם,1
אבלון,2
החוגגים,1
שנראות,1
כמאבטח,1
גדלו,2
גדלה,26
ליידמן,2
אבלוט,2
הופשה,1
שיציג,1
לרצף,1
האויר,4
שיציל,9
וכבאי,1
שהמטוס,1
תקדיש,1
מהקומיקאים,2
אספקט,1
הספיק,4
